FeatureID	FeatureType	Contig	Strand	Left End	Right End	Num Intervals	FeatureName	db xref	function	GO biological process	locus tag	MultiFun	name	product	protein id	synonym	alternate product name	EC number	EnteroFam	GO cellular component	GO molecular function	structure	insertion sequence	regulation	molecular interaction	sequence correction	standard name	anticodon	codon recognized	note	comment	mutant phenotype	genetic interaction	transl except	modification	physical properties	evidence	ribosomal slippage	direction	pseudo	No Annotations	
ABE-0005722	CDS	Chromosome	complement	1795983	1796966	1	pheS	UniProtKB/Swiss-Prot:P08312	enzyme; Aminoacyl tRNA synthetases, tRNA modification		b1714		pheS	phenylalanine tRNA synthetase, alpha subunit	AAC74784.1	phe-act -!- ECK1712 -!- JW5277	phenylalanine tRNA synthetase, alpha-subunit	6.1.1.20	EnteroFam0005722: Trusted threshold=991.7; Members of this family are defined by searches with an hmm constructed from an alignment of putative orthologous proteins from eight genomes (E. coli MG1655, E. coli EDL933, S. enterica Typhimurium LT2, S. enterica Typhi CT18, Y. pestis CO92, Y. pseudotuberculosis 32953, E. chrysanthemi 3937 and E. carotovora atroseptica SCRI1043).																							
ABE-0005727	CDS	Chromosome	complement	1797250	1797294	1	pheM	UniProtKB/Swiss-Prot:P0AD74	leader; Aminoacyl tRNA synthetases, tRNA modification		b1715		pheM	phenylalanyl-tRNA synthetase operon leader peptide	AAC74785.1	ECK1713 -!- JW1705	phenylalanyl-tRNA synthetase (pheST) operon leader peptide																									
ABE-0005729	CDS	Chromosome	complement	1797417	1797773	1	rplT	UniProtKB/Swiss-Prot:P0A7L3	structural component; Ribosomal proteins - synthesis, modification		b1716		rplT	50S ribosomal subunit protein L20	AAC74786.1	pdzA -!- ECK1714 -!- JW1706	50S ribosomal subunit protein L20, and regulator		EnteroFam0005729: Trusted threshold=330.3; Members of this family are defined by searches with an hmm constructed from an alignment of putative orthologous proteins from eight genomes (E. coli MG1655, E. coli EDL933, S. enterica Typhimurium LT2, S. enterica Typhi CT18, Y. pestis CO92, Y. pseudotuberculosis 32953, E. chrysanthemi 3937 and E. carotovora atroseptica SCRI1043).																							
ABE-0005732	CDS	Chromosome	complement	1797826	1798023	1	rpmI	UniProtKB/Swiss-Prot:P0A7Q1	structural component; Ribosomal proteins - synthesis, modification		b1717		rpmI	50S ribosomal subunit protein L35	AAC74787.1	ECK1715 -!- JW1707	50S ribosomal subunit protein A		EnteroFam0005732: Trusted threshold=177; Members of this family are defined by searches with an hmm constructed from an alignment of putative orthologous proteins from eight genomes (E. coli MG1655, E. coli EDL933, S. enterica Typhimurium LT2, S. enterica Typhi CT18, Y. pestis CO92, Y. pseudotuberculosis 32953, E. chrysanthemi 3937 and E. carotovora atroseptica SCRI1043).																							
ABE-0005734	CDS	Chromosome	complement	1798120	1798662	1	infC	UniProtKB/Swiss-Prot:P0A707	factor; Proteins - translation and modification		b1718		infC	protein chain initiation factor IF-3	AAC74788.1	srjA -!- ECK1716 -!- JW5829	protein chain initiation factor IF-3		EnteroFam0005734: Trusted threshold=228.9; Members of this family are defined by searches with an hmm constructed from an alignment of putative orthologous proteins from eight genomes (E. coli MG1655, E. coli EDL933, S. enterica Typhimurium LT2, S. enterica Typhi CT18, Y. pestis CO92, Y. pseudotuberculosis 32953, E. chrysanthemi 3937 and E. carotovora atroseptica SCRI1043).																							
ABE-0005736	CDS	Chromosome	complement	1798666	1800594	1	thrS	UniProtKB/Swiss-Prot:P0A8M3	enzyme; Aminoacyl tRNA synthetases, tRNA modification		b1719		thrS	threonyl-tRNA synthetase	AAC74789.1	ECK1717 -!- JW1709	threonine tRNA synthetase	6.1.1.3	EnteroFam0005736: Trusted threshold=1989.9; Members of this family are defined by searches with an hmm constructed from an alignment of putative orthologous proteins from eight genomes (E. coli MG1655, E. coli EDL933, S. enterica Typhimurium LT2, S. enterica Typhi CT18, Y. pestis CO92, Y. pseudotuberculosis 32953, E. chrysanthemi 3937 and E. carotovora atroseptica SCRI1043).																							
ABE-0005740	CDS	Chromosome	forward	1801118	1801591	1	arpB_1	UniProtKB/Swiss-Prot:P76205			b1720		arpB_1	predicted protein, N-ter fragment (pseudogene)		ECK1718 -!- JW5278 -!- arpB																										
ABE-0005742	CDS	Chromosome	forward	1801602	1803017	1	arpB_2	UniProtKB/Swiss-Prot:P76205			b1721		arpB_2	predicted protein, C-ter fragment (pseudogene)		ECK1718 -!- JW1710 -!- arpB																										
ABE-0005744	CDS	Chromosome	complement	1803349	1804107	1	ydiY	UniProtKB/Swiss-Prot:P76206			b1722		ydiY	conserved protein	AAC74792.1	ECK1720 -!- JW1711	orf, hypothetical protein																									
ABE-0005748	CDS	Chromosome	forward	1804394	1805323	1	pfkB	UniProtKB/Swiss-Prot:P06999	enzyme; Energy metabolism, carbon: Glycolysis		b1723		pfkB	6-phosphofructokinase II	AAC74793.1	ECK1721 -!- JW5280	6-phosphofructokinase II; suppressor of pfkA	2.7.1.11																								
ABE-0005751	CDS	Chromosome	forward	1805424	1805714	1	ydiZ	UniProtKB/Swiss-Prot:P64479			b1724		ydiZ	predicted protein	AAC74794.1	ECK1722 -!- JW1713	orf, hypothetical protein																									
ABE-0005755	CDS	Chromosome	forward	1805820	1806680	1	yniA	UniProtKB/Swiss-Prot:P77739			b1725		yniA	predicted phosphotransferase/kinase	AAC74795.1	ECK1723 -!- JW1714	orf, hypothetical protein		EnteroFam0005755: Trusted threshold=750.2; Members of this family are defined by searches with an hmm constructed from an alignment of putative orthologous proteins from eight genomes (E. coli MG1655, E. coli EDL933, S. enterica Typhimurium LT2, S. enterica Typhi CT18, Y. pestis CO92, Y. pseudotuberculosis 32953, E. chrysanthemi 3937 and E. carotovora atroseptica SCRI1043).																							
ABE-0005757	CDS	Chromosome	complement	1806721	1807257	1	yniB	UniProtKB/Swiss-Prot:P76208			b1726		yniB	predicted inner membrane protein	AAC74796.1	ECK1724 -!- JW1715	orf, hypothetical protein		EnteroFam0005757: Trusted threshold=425.3; Members of this family are defined by searches with an hmm constructed from an alignment of putative orthologous proteins from eight genomes (E. coli MG1655, E. coli EDL933, S. enterica Typhimurium LT2, S. enterica Typhi CT18, Y. pestis CO92, Y. pseudotuberculosis 32953, E. chrysanthemi 3937 and E. carotovora atroseptica SCRI1043).																							
ABE-0005761	CDS	Chromosome	forward	1807404	1808072	1	yniC	UniProtKB/Swiss-Prot:P77247	putative enzyme; Not classified		b1727		yniC	predicted hydrolase	AAC74797.1	ECK1725 -!- JW1716	putative phosphatase	3.1.3.-																								
ABE-0005768	CDS	Chromosome	forward	1808235	1808825	1	ydjM	UniProtKB/Swiss-Prot:P64481			b1728		ydjM	predicted inner membrane protein regulated by LexA	AAC74798.1	ECK1726 -!- JW5281	orf, hypothetical protein		EnteroFam0005768: Trusted threshold=415.7; Members of this family are defined by searches with an hmm constructed from an alignment of putative orthologous proteins from eight genomes (E. coli MG1655, E. coli EDL933, S. enterica Typhimurium LT2, S. enterica Typhi CT18, Y. pestis CO92, Y. pseudotuberculosis 32953, E. chrysanthemi 3937 and E. carotovora atroseptica SCRI1043).																							
ABE-0005771	CDS	Chromosome	forward	1808958	1810349	1	ydjN	UniProtKB/Swiss-Prot:P77529	putative enzyme; Not classified		b1729		ydjN	predicted transporter	AAC74799.1	ECK1727 -!- JW1718			EnteroFam0005771: Trusted threshold=1234; Members of this family are defined by searches with an hmm constructed from an alignment of putative orthologous proteins from eight genomes (E. coli MG1655, E. coli EDL933, S. enterica Typhimurium LT2, S. enterica Typhi CT18, Y. pestis CO92, Y. pseudotuberculosis 32953, E. chrysanthemi 3937 and E. carotovora atroseptica SCRI1043).													ydjN::kan; null mutant is mildly sensitive to lactoperoxidase										
ABE-0005773	CDS	Chromosome	complement	1810353	1811168	1	ydjO	UniProtKB/Swiss-Prot:P76210			b1730		ydjO	predicted protein	AAC74800.1	ECK1728 -!- JW1719	orf, hypothetical protein																									
ABE-0005776	CDS	Chromosome	complement	1811445	1811708	1	cedA	UniProtKB/Swiss-Prot:P0AE60			b1731		cedA	cell division modulator	AAC74801.1	ECK1729 -!- JW1720																										
ABE-0005780	CDS	Chromosome	forward	1811891	1814152	1	katE	UniProtKB/Swiss-Prot:P21179	enzyme; Detoxification		b1732		katE	hydroperoxidase HPII(III) (catalase)	AAT48137.1	ECK1730 -!- JW1721	catalase; hydroperoxidase HPII(III)	1.11.1.6								version m56: F198 to L																
ABE-0005783	CDS	Chromosome	complement	1814410	1815159	1	chbG	UniProtKB/Swiss-Prot:P37794			b1733		chbG	conserved protein	AAC74803.1	celG -!- ECK1731 -!- JW1722 -!- ydjC																										
ABE-0005785	CDS	Chromosome	complement	1815172	1816524	1	chbF	UniProtKB/Swiss-Prot:P17411	enzyme; Degradation of small molecules: Carbon compounds		b1734		chbF	cryptic phospho-beta-glucosidase, NAD(P)-binding	AAC74804.1	celF -!- ECK1732 -!- JW1723		3.2.1.86																								
ABE-0005790	CDS	Chromosome	complement	1816629	1817471	1	chbR	UniProtKB/Swiss-Prot:P17410	regulator; Degradation of small molecules: Carbon compounds		b1735		chbR	DNA-binding transcriptional dual regulator	AAC74805.1	celD -!- ECK1733 -!- JW1724	negative transcriptional regulator of cel operon																									
ABE-0005792	CDS	Chromosome	complement	1817479	1817829	1	chbA	UniProtKB/Swiss-Prot:P69791	enzyme; Transport of small molecules: Carbohydrates, organic acids, alcohols		b1736		chbA	N,N'-diacetylchitobiose-specific enzyme IIA component of PTS	AAC74806.1	celC -!- ECK1734 -!- JW1725	PTS family enzyme IIA, cellobiose/arbutin/salicin sugar-specific	2.7.1.-																								
ABE-0005795	CDS	Chromosome	complement	1817880	1819238	1	chbC	UniProtKB/Swiss-Prot:P17334	enzyme; Transport of small molecules: Carbohydrates, organic acids, alcohols		b1737		chbC	N,N'-diacetylchitobiose-specific enzyme IIC component of PTS	AAC74807.1	celB -!- ECK1735 -!- JW1726	PEP-dependent phosphotransferase enzyme II for cellobiose, arbutin, and salicin																									
ABE-0005797	CDS	Chromosome	complement	1819323	1819643	1	chbB	UniProtKB/Swiss-Prot:P69795	enzyme; Transport of small molecules: Carbohydrates, organic acids, alcohols		b1738		chbB	N,N'-diacetylchitobiose-specific enzyme IIB component of PTS	AAC74808.1	celA -!- ECK1736 -!- JW1727	PTS family enzyme IIB, cellobiose/arbutin/salicin sugar-specific	2.7.1.69																								
ABE-0005799	CDS	Chromosome	complement	1819942	1820280	1	osmE	UniProtKB/Swiss-Prot:P0ADB1	regulator; Global regulatory functions		b1739		osmE	DNA-binding transcriptional activator	AAC74809.1	anr -!- ECK1737 -!- JW1728	activator of ntrL gene																									
ABE-0005803	CDS	Chromosome	forward	1820482	1821309	1	nadE	UniProtKB/Swiss-Prot:P18843	enzyme; Biosynthesis of cofactors, carriers: Pyridine nucleotide		b1740		nadE	NAD synthetase, NH3/glutamine-dependent	AAC74810.1	efg -!- ntrL -!- ECK1738 -!- JW1729	NAD synthetase, prefers NH3 over glutamine	6.3.1.5																								
ABE-0005807	CDS	Chromosome	forward	1821539	1822426	1	cho	UniProtKB/Swiss-Prot:P76213	putative enzyme; Not classified		b1741		cho	endonuclease of nucleotide excision repair	AAC74811.1	ydjQ -!- ECK1739 -!- JW1730		3.1.25.-																								
ABE-0005809	CDS	Chromosome	complement	1822386	1822961	1	ydjR	UniProtKB/Swiss-Prot:P76214			b1742		ydjR	conserved protein	AAC74812.1	ECK1740 -!- JW1731	orf, hypothetical protein																									
ABE-0005812	CDS	Chromosome	complement	1823164	1823649	1	spy	UniProtKB/Swiss-Prot:P77754	phenotype; Not classified		b1743		spy	envelope stress induced periplasmic protein	AAC74813.1	ECK1741 -!- JW1732	periplasmic protein related to spheroblast formation																									
ABE-0005815	CDS	Chromosome	complement	1823979	1824947	1	astE	UniProtKB/Swiss-Prot:P76215			b1744		astE	succinylglutamate desuccinylase	AAC74814.1	ydjS -!- ECK1742 -!- JW1733		3.1.-.-																								
ABE-0005817	CDS	Chromosome	complement	1824940	1826283	1	astB	UniProtKB/Swiss-Prot:P76216			b1745		astB	succinylarginine dihydrolase	AAC74815.1	ECK1743 -!- JW1734		3.-.-.-																								
ABE-0005820	CDS	Chromosome	complement	1826280	1827758	1	astD	UniProtKB/Swiss-Prot:P76217	putative enzyme; Not classified		b1746		astD	succinylglutamic semialdehyde dehydrogenase	AAC74816.1	ECK1744 -!- JW5282		1.2.1.-																								
ABE-0005822	CDS	Chromosome	complement	1827755	1828789	1	astA	UniProtKB/Swiss-Prot:P0AE37			b1747		astA	arginine succinyltransferase	AAC74817.1	ECK1745 -!- JW1736		2.3.1.109																								
ABE-0005824	CDS	Chromosome	complement	1828786	1830006	1	astC	UniProtKB/Swiss-Prot:P77581	enzyme; Amino acid biosynthesis: Arginine		b1748		astC	succinylornithine transaminase, PLP-dependent	AAC74818.1	cstC -!- ECK1746 -!- JW1737	acetylornithine delta-aminotransferase	2.6.1.-																								
ABE-0005829	CDS	Chromosome	forward	1830452	1831258	1	xthA	UniProtKB/Swiss-Prot:P09030	enzyme; Degradation of DNA		b1749		xthA	exonuclease III	AAC74819.1	ECK1747 -!- JW1738	exonuclease III	3.1.11.2	EnteroFam0005829: Trusted threshold=763.8; Members of this family are defined by searches with an hmm constructed from an alignment of putative orthologous proteins from eight genomes (E. coli MG1655, E. coli EDL933, S. enterica Typhimurium LT2, S. enterica Typhi CT18, Y. pestis CO92, Y. pseudotuberculosis 32953, E. chrysanthemi 3937 and E. carotovora atroseptica SCRI1043).																							
ABE-0005832	CDS	Chromosome	forward	1831425	1832135	1	ydjX	UniProtKB/Swiss-Prot:P76219			b1750		ydjX	predicted inner membrane protein	AAC74820.1	ECK1748 -!- JW1739	orf, hypothetical protein																									
ABE-0005834	CDS	Chromosome	forward	1832140	1832817	1	ydjY	UniProtKB/Swiss-Prot:P76220			b1751		ydjY	predicted protein	AAC74821.1	ECK1749 -!- JW5283	orf, hypothetical protein																									
ABE-0005837	CDS	Chromosome	forward	1832832	1833539	1	ydjZ	UniProtKB/Swiss-Prot:P76221			b1752		ydjZ	conserved inner membrane protein	AAC74822.1	ECK1750 -!- JW1741	orf, hypothetical protein																									
ABE-0005839	CDS	Chromosome	forward	1833539	1834087	1	ynjA	UniProtKB/Swiss-Prot:P76222			b1753		ynjA	conserved protein	AAC74823.1	ECK1751 -!- JW1742	orf, hypothetical protein																									
ABE-0005841	CDS	Chromosome	forward	1834097	1835263	1	ynjB	UniProtKB/Swiss-Prot:P76223			b1754		ynjB	conserved protein	AAC74824.1	ECK1752 -!- JW5284	orf, hypothetical protein																									
ABE-0005843	CDS	Chromosome	forward	1835281	1836771	1	ynjC	UniProtKB/Swiss-Prot:P76224	putative transport; Not classified		b1755		ynjC	fused transporter subunits of ABC superfamily: membrane components	AAC74825.1	ECK1753 -!- JW5285	putative transport system permease protein																									
ABE-0005845	CDS	Chromosome	forward	1836771	1837424	1	ynjD	UniProtKB/Swiss-Prot:P76909	putative transport; Not classified		b1756		ynjD	predicted transporter subunit: ATP-binding component of ABC superfamily	AAC74826.1	ECK1754 -!- JW5286	putative ATP-binding component of a transport system																									
ABE-0005848	CDS	Chromosome	forward	1837491	1838798	1	ynjE	UniProtKB/Swiss-Prot:P78067	putative enzyme; Central intermediary metabolism: Sulfur metabolism		b1757		ynjE	predicted thiosulfate sulfur transferase	AAC74827.1	ECK1755 -!- JW5287	putative thiosulfate sulfur transferase	2.8.1.1																								
ABE-0005850	CDS	Chromosome	complement	1838807	1839427	1	ynjF	UniProtKB/Swiss-Prot:P76226	putative enzyme; Not classified		b1758		ynjF	predicted phosphatidyl transferase, inner membrane protein	AAC74828.1	ECK1756 -!- JW1747	putative cytochrome oxidase																									
ABE-0005855	CDS	Chromosome	forward	1839514	1839921	1	nudG	UniProtKB/Swiss-Prot:P77788			b1759		nudG	pyrimidine (deoxy)nucleoside triphosphate pyrophosphohydrolase	AAC74829.1	orf135 -!- ynjG -!- ECK1757 -!- JW1748	5-hydroxy-CTP pyrophosphohydrolase	3.6.1.-																								
ABE-0005858	CDS	Chromosome	complement	1839887	1840159	1	ynjH	UniProtKB/Swiss-Prot:P76227			b1760		ynjH	predicted protein	AAC74830.1	ECK1758 -!- JW1749	orf, hypothetical protein																									
ABE-0005865	CDS	Chromosome	forward	1840395	1841738	1	gdhA	UniProtKB/Swiss-Prot:P00370	enzyme; Amino acid biosynthesis: Glutamate		b1761		gdhA	glutamate dehydrogenase, NADP-specific	AAC74831.1	ECK1759 -!- JW1750	NADP-specific glutamate dehydrogenase	1.4.1.4																								
ABE-0005867	CDS	Chromosome	complement	1841855	1842895	1	ynjI	UniProtKB/Swiss-Prot:P76228			b1762		ynjI	predicted inner membrane protein	AAC74832.1	ECK1760 -!- JW5288	orf, hypothetical protein																									
ABE-0005869	CDS	Chromosome	complement	1843023	1844984	1	topB	UniProtKB/Swiss-Prot:P14294	enzyme; DNA - replication, repair, restriction/modification		b1763		topB	DNA topoisomerase III	AAC74833.1	mutR -!- ECK1761 -!- JW1752	DNA topoisomerase III	5.99.1.2																								
ABE-0005872	CDS	Chromosome	complement	1844989	1846032	1	selD	UniProtKB/Swiss-Prot:P16456	enzyme; Aminoacyl tRNA synthetases, tRNA modification		b1764		selD	selenophosphate synthase	AAC74834.1	ECK1762 -!- JW1753	selenophosphate synthase, H(2)Se added to acrylyl-tRNA	2.7.9.3																								
ABE-0005875	CDS	Chromosome	complement	1846149	1846700	1	ydjA	UniProtKB/Swiss-Prot:P0ACY1			b1765		ydjA	predicted oxidoreductase	AAC74835.1	ECK1763 -!- JW1754	orf, hypothetical protein		EnteroFam0005875: Trusted threshold=469.7; Members of this family are defined by searches with an hmm constructed from an alignment of putative orthologous proteins from eight genomes (E. coli MG1655, E. coli EDL933, S. enterica Typhimurium LT2, S. enterica Typhi CT18, Y. pestis CO92, Y. pseudotuberculosis 32953, E. chrysanthemi 3937 and E. carotovora atroseptica SCRI1043).																							
